,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,x,x,x,#,x,x,x,,,x,x,,x,,,,,x,,,x,x,w,w,x,x,x,x,x,x,x,_,_,,,x,x,x,x,x,x,x,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,x,,#,,,,,,,x,,x,,,,,x,,,,,,,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,x,x,x,H,,,x,x,x,H,x,x,,,,x,,#,,,,,,,x,,x,,,,,x,,,,,,,x,,,,,,,,,_,_,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,x,,x,,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,x,,x,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,x,,x,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,x,,x,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,x,x,x,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,,#,,,,,,,,,,,,,,,,,,,x,x,x,x,x,#,x,x,x,x,x,#,x,x,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,x,x,h,,,,x,,,x,,h,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_,_,x,,,x,,x,,h,,,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,#,,,,,,#,,,,,,,,,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,#,,x,x,x,x,#,x,x,H,x,x,x,x,x,x,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,H,x,,,#,x,x,x,x,,,x,,x,,x,,h,,,x,,,,,,,,,,,,,,,,,#,,x,,,,#,,,,,,x,,,,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,#,,x,,,,#,,,x,,,x,,,,,,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,x,H,x,x,x,x,x,x,#,x,x,x,,,x,x,x,x,,,,x,x,x,x,,#,,x,,,,#,,_,x,_,,x,,,x,w,w,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,,,,#,,,x,,,x,s,,x,w,w,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,_,,,,,,,,,,,,,,,x,,,
x,x,x,x,x,w,w,w,w,x,#,,,,,,,,,,,,,,x,#,x,x,x,x,x,x,x,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,,,,,,,,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,,,,,,,,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,x,,,,,,,,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,h,x,x,#,,,,,,,,,,,,,,,,,,#,,x,x,x,x,x,x,x,#,,,x,x,x,x,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,s,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,#,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,x,x,,,x,x,,,,,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,#,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,#,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,x,#,x,x,x,x,x,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,#,,,,,,,,,x,,,
,,,,x,w,w,w,w,x,#,,,,,,,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,x,x,x,#,x,w,w,x,x,x,,,
x,x,x,x,x,w,w,w,w,x,#,,,,,,,,x,x,x,,,,,#,,,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,_,x,,x,,,
w,w,w,w,w,w,w,w,w,x,#,,,,,,,,x,o,o,,,,,#,,,,,,,,,,,#,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
w,w,w,w,w,w,w,w,w,x,#,,,,,,,,x,,,s,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
w,w,w,w,w,w,w,w,w,x,#,,,,@,,,,x,x,x,x,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,_,x,,x,,,
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
,,,,,,,,,,,x,,x,,x,x,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
,,,,,,,,,,,x,,x,,x,x,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,_,x,,x,,,
,,,,,,,,,,,x,,x,,x,x,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
,,,,,,,,,,,x,o,o,,x,x,,,,,,,,,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,#,x,w,w,x,,x,,,
,,,,,,,,,,,x,o,o,,x,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,w,w,w,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
,,,,,,,,,,,x,x,x,#,x,,,,,,,,,,x,,,,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,x,#,x,,,,,,,,,,x,,,,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,x,x,x,x,,,x,#,x,,,,,,,,,,x,,,,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,x,,,x,,,x,#,x,,,,,,,,,,x,,,,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,x,,,x,,,x,#,x,,,,,,,,,,x,,,,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,x,x,x,x,x,,,x,x,x,x,#,x,,,,,,,,,,x,w,w,w,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,,#,x,,,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,,#,h,,,x,,x,x,,,x,,,,,,,,,,,,,,,x,,#,x,w,w,w,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,,#,x,,,x,,,,,,x,,,,,,,,,,,,,,,x,,#,x,w,w,w,x,,,x,,,,,,x,#,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,,#,x,,,x,,,,,,x,,,,,,,,,,,,,,,x,,#,p,w,w,w,w,w,w,x,,,,,,x,#,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,x,x,x,x,x,,,x,x,x,,#,x,,,x,#,x,,,x,x,,,,,,,,,,,,,,,x,,#,p,w,w,w,w,w,w,x,,,,,,x,#,x,,,,,,x,x,x,,,,,,,,,,,,,,,,,,x,,,
,,,x,x,x,x,x,,,x,x,x,,#,h,,,x,#,,,,,x,,,,,,,,,,,,,,,x,,#,p,w,w,w,w,w,w,x,,,,,,x,#,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,,x,x,x,x,x,,,x,x,x,,#,x,x,x,x,#,,,,,x,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,H,x,x,x,x,x,x,x,x,x,x,x,#,x,,,,,,,,,,x,x,H,x,x,,,,,,,,,,,,x,,,
,,,,,,,,,,,,,,#,,,,,#,,,,,x,,,,,x,,,,,,,,,,x,,,x,,,,,,,x,,,,,,,#,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,,,,,,,,,,,,#,,,,,#,,,,,x,,,,,x,,,,,,,,,,x,,,x,,,,,,,x,,,,,,,#,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,,,,,,,,,,,,#,,,#,x,x,,,x,,x,,,,,x,,,,,,,,,,x,,,x,,,,,,,x,,,,,,,#,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,,,,,,,,,,,,#,,,#,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,#,x,,,,,,,,,,,,,,,,,,x,x,x,x,,,#,,x,,,
,,,,,,,,,,,,,,#,,,#,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,#,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,w,w,w,w,w,w,w,w,w,w,w,#,w,w,w,w,w,w,w,w,w,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,#,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,w,w,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,,,,,,,,,x,x,H,x,,,,,x,x,x,H,x,H,x,H,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,,w,w,,,,,,,,,,,,,,,,,,,,,,,,,x,,_,_,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,h,,,
,,,w,w,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,x,,,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_,_,#,,x,,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,x,_,_,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,_,_,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,_,_,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,x,,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,x,x,x,x,,,,,,x,x,x,x,,,,,,#,,x,x,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,_,_,_,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,#,,x,x,x,x
,,x,_,_,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,#,,x,,,x
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,#,,x,,,x
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,#,,x,,,x
,,x,x,x,x,H,x,x,x,H,x,,,x,x,x,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,#,,x,,,x
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,x,,,,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,x,x,x,x,x,x,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,f,,,,,,,F,F,F,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,f,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,f,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,f,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,F,F,F,,,,,,,,,,,f,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,,,,,,,,f,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,,,,,,,,f,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,,,,,,,,f,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,x,x,x,x,x,x,x,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,x,x,x,x,x,x,x,,x,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,!,!,!,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,F,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,x,,x,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,!,!,!,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
